16A0065822,2024-04-20 07:02:00,Pass,vcu1
16A0065520,2024-04-20 07:03:00,Pass,vcu1
16A0065296,2024-04-20 07:05:00,Pass,vcu1
16A0065422,2024-04-20 07:06:00,Pass,vcu1
16A0065436,2024-04-20 07:10:00,Pass,vcu1
16A0065841,2024-04-20 07:14:00,Pass,vcu1
16A0065840,2024-04-20 07:16:00,Pass,vcu1
16A0065838,2024-04-20 07:18:00,Pass,vcu1
16A0065836,2024-04-20 07:19:00,Pass,vcu1
16A0065835,2024-04-20 07:21:00,Pass,vcu1
16A0065834,2024-04-20 07:22:00,Pass,vcu1
16A0065831,2024-04-20 07:24:00,Pass,vcu1
16A0065861,2024-04-20 07:25:00,Pass,vcu1
16A0065935,2024-04-20 07:27:00,Pass,vcu1
16A0065899,2024-04-20 07:29:00,Pass,vcu1
16A0065922,2024-04-20 07:39:00,Fail,vcu1
16A0065918,2024-04-20 07:43:00,Pass,vcu1
16A0065917,2024-04-20 07:44:00,Pass,vcu1
16A0065916,2024-04-20 07:46:00,Pass,vcu1
16A0065921,2024-04-20 07:47:00,Pass,vcu1
16A0065915,2024-04-20 07:50:00,Pass,vcu1
16A0065923,2024-04-20 07:51:00,Pass,vcu1
16A0065845,2024-04-20 07:53:00,Pass,vcu1
16A0065842,2024-04-20 07:56:00,Pass,vcu1
16A0065843,2024-04-20 07:57:00,Pass,vcu1
16A0065910,2024-04-20 07:59:00,Pass,vcu1
16A0065912,2024-04-20 08:00:00,Pass,vcu1
16A0065933,2024-04-20 08:04:00,Pass,vcu1
16A0065922,2024-04-20 07:39:00,Fail,vcu1
16A0065918,2024-04-20 07:43:00,Pass,vcu1
16A0065917,2024-04-20 07:44:00,Pass,vcu1
16A0065916,2024-04-20 07:46:00,Pass,vcu1
16A0065921,2024-04-20 07:47:00,Pass,vcu1
16A0065915,2024-04-20 07:50:00,Pass,vcu1
16A0065923,2024-04-20 07:51:00,Pass,vcu1
16A0065845,2024-04-20 07:53:00,Pass,vcu1
16A0065842,2024-04-20 07:56:00,Pass,vcu1
16A0065843,2024-04-20 07:57:00,Pass,vcu1
16A0065910,2024-04-20 07:59:00,Pass,vcu1
16A0065912,2024-04-20 08:00:00,Pass,vcu1
16A0065933,2024-04-20 08:04:00,Pass,vcu1
16A0065922,2024-04-20 07:39:00,Fail,vcu1
16A0065918,2024-04-20 07:43:00,Pass,vcu1
16A0065917,2024-04-20 07:44:00,Pass,vcu1
16A0065916,2024-04-20 07:46:00,Pass,vcu1
16A0065921,2024-04-20 07:47:00,Pass,vcu1
16A0065915,2024-04-20 07:50:00,Pass,vcu1
16A0065923,2024-04-20 07:51:00,Pass,vcu1
16A0065845,2024-04-20 07:53:00,Pass,vcu1
16A0065842,2024-04-20 07:56:00,Pass,vcu1
16A0065843,2024-04-20 07:57:00,Pass,vcu1
16A0065910,2024-04-20 07:59:00,Pass,vcu1
16A0065912,2024-04-20 08:00:00,Pass,vcu1
16A0065933,2024-04-20 08:04:00,Pass,vcu1
16A0065922,2024-04-20 07:39:00,Fail,vcu1
16A0065918,2024-04-20 07:43:00,Pass,vcu1
16A0065917,2024-04-20 07:44:00,Pass,vcu1
16A0065916,2024-04-20 07:46:00,Pass,vcu1
16A0065921,2024-04-20 07:47:00,Pass,vcu1
16A0065915,2024-04-20 07:50:00,Pass,vcu1
16A0065923,2024-04-20 07:51:00,Pass,vcu1
16A0065845,2024-04-20 07:53:00,Pass,vcu1
16A0065842,2024-04-20 07:56:00,Pass,vcu1
16A0065843,2024-04-20 07:57:00,Pass,vcu1
16A0065910,2024-04-20 07:59:00,Pass,vcu1
16A0065912,2024-04-20 08:00:00,Pass,vcu1
16A0065933,2024-04-20 08:04:00,Pass,vcu1
16A0065922,2024-04-20 07:39:00,Fail,vcu1
16A0065918,2024-04-20 07:43:00,Pass,vcu1
16A0065917,2024-04-20 07:44:00,Pass,vcu1
16A0065916,2024-04-20 07:46:00,Pass,vcu1
16A0065921,2024-04-20 07:47:00,Pass,vcu1
16A0065915,2024-04-20 07:50:00,Pass,vcu1
16A0065923,2024-04-20 07:51:00,Pass,vcu1
16A0065845,2024-04-20 07:53:00,Pass,vcu1
16A0065842,2024-04-20 07:56:00,Pass,vcu1
16A0065843,2024-04-20 07:57:00,Pass,vcu1
16A0065910,2024-04-20 07:59:00,Pass,vcu1
16A0065912,2024-04-20 08:00:00,Pass,vcu1
16A0065933,2024-04-20 08:04:00,Pass,vcu1
16A0065922,2024-04-20 07:39:00,Fail,vcu1
16A0065918,2024-04-20 07:43:00,Pass,vcu1
16A0065917,2024-04-20 07:44:00,Pass,vcu1
16A0065916,2024-04-20 07:46:00,Pass,vcu1
16A0065921,2024-04-20 07:47:00,Pass,vcu1
16A0065915,2024-04-20 07:50:00,Pass,vcu1
16A0065923,2024-04-20 07:51:00,Pass,vcu1
16A0065845,2024-04-20 07:53:00,Pass,vcu1
16A0065842,2024-04-20 07:56:00,Pass,vcu1
16A0065843,2024-04-20 07:57:00,Pass,vcu1
16A0065910,2024-04-20 07:59:00,Pass,vcu1
16A0065912,2024-04-20 08:00:00,Pass,vcu1
16A0065933,2024-04-20 08:04:00,Pass,vcu1
16A0065922,2024-04-20 07:39:00,Fail,vcu1
16A0065918,2024-04-20 07:43:00,Pass,vcu1
16A0065917,2024-04-20 07:44:00,Pass,vcu1
16A0065916,2024-04-20 07:46:00,Pass,vcu1
16A0065921,2024-04-20 07:47:00,Pass,vcu1
16A0065915,2024-04-20 07:50:00,Pass,vcu1
16A0065923,2024-04-20 07:51:00,Pass,vcu1
16A0065845,2024-04-20 07:53:00,Pass,vcu1
16A0065842,2024-04-20 07:56:00,Pass,vcu1
16A0065843,2024-04-20 07:57:00,Pass,vcu1
16A0065910,2024-04-20 07:59:00,Pass,vcu1
16A0065912,2024-04-20 08:00:00,Pass,vcu1
16A0065933,2024-04-20 08:04:00,Pass,vcu1
16A0065922,2024-04-20 07:39:00,Fail,vcu1
16A0065918,2024-04-20 07:43:00,Pass,vcu1
16A0065917,2024-04-20 07:44:00,Pass,vcu1
16A0065916,2024-04-20 07:46:00,Pass,vcu1
16A0065921,2024-04-20 07:47:00,Pass,vcu1
16A0065915,2024-04-20 07:50:00,Pass,vcu1
16A0065923,2024-04-20 07:51:00,Pass,vcu1
16A0065845,2024-04-20 07:53:00,Pass,vcu1
16A0065842,2024-04-20 07:56:00,Pass,vcu1
16A0065843,2024-04-20 07:57:00,Pass,vcu1
16A0065910,2024-04-20 07:59:00,Pass,vcu1
16A0065912,2024-04-20 08:00:00,Pass,vcu1
16A0065933,2024-04-20 08:04:00,Pass,vcu1
16A0065922,2024-04-20 07:39:00,Fail,vcu1
16A0065918,2024-04-20 07:43:00,Pass,vcu1
16A0065917,2024-04-20 07:44:00,Pass,vcu1
16A0065916,2024-04-20 07:46:00,Pass,vcu1
16A0065921,2024-04-20 07:47:00,Pass,vcu1
16A0065915,2024-04-20 07:50:00,Pass,vcu1
16A0065923,2024-04-20 07:51:00,Pass,vcu1
16A0065845,2024-04-20 07:53:00,Pass,vcu1
16A0065842,2024-04-20 07:56:00,Pass,vcu1
16A0065843,2024-04-20 07:57:00,Pass,vcu1
16A0065910,2024-04-20 07:59:00,Pass,vcu1
16A0065912,2024-04-20 08:00:00,Pass,vcu1
16A0065933,2024-04-20 08:04:00,Pass,vcu1
16A0065919,2024-04-20 08:05:00,Pass,vcu1
16A0065932,2024-04-20 08:07:00,Pass,vcu1
16A0065778,2024-04-20 08:08:00,Pass,vcu1
16A0065931,2024-04-20 08:10:00,Pass,vcu1
16A0065777,2024-04-20 08:11:00,Pass,vcu1
16A0065924,2024-04-20 08:13:00,Pass,vcu1
16A0065890,2024-04-20 08:15:00,Pass,vcu1
16A0065887,2024-04-20 08:16:00,Pass,vcu1
16A0065850,2024-04-20 08:18:00,Pass,vcu1
16A0065446,2024-04-20 08:19:00,Pass,vcu1
16A0065929,2024-04-20 08:21:00,Pass,vcu1
16A0065297,2024-04-20 08:22:00,Pass,vcu1
16A0065427,2024-04-20 08:24:00,Pass,vcu1
16A0065844,2024-04-20 08:27:00,Fail,vcu1
16A0065839,2024-04-20 08:28:00,Pass,vcu1
16A0065964,2024-04-20 08:30:00,Pass,vcu1
16A0065966,2024-04-20 08:32:00,Pass,vcu1
16A0048479,2024-04-20 08:33:00,Pass,vcu1
16A0062864,2024-04-20 08:35:00,Pass,vcu1
16A0065965,2024-04-20 08:36:00,Pass,vcu1
16A0065954,2024-04-20 08:38:00,Pass,vcu1
16A0065951,2024-04-20 08:39:00,Pass,vcu1
16A0065950,2024-04-20 08:41:00,Pass,vcu1
16A0065926,2024-04-20 08:43:00,Pass,vcu1
16A0065927,2024-04-20 08:44:00,Pass,vcu1
16A0065928,2024-04-20 08:46:00,Pass,vcu1
16A0064568,2024-04-20 08:51:00,Fail,vcu1
16A0065911,2024-04-20 08:55:00,Pass,vcu1
16A0065775,2024-04-20 08:57:00,Pass,vcu1
16A0065995,2024-04-20 08:58:00,Pass,vcu1
16A0065993,2024-04-20 09:00:00,Pass,vcu1
16A0064105,2024-04-20 09:01:00,Pass,vcu1
16A0064065,2024-04-20 09:03:00,Pass,vcu1
16A0064073,2024-04-20 09:05:00,Pass,vcu1
16A0065959,2024-04-20 09:06:00,Pass,vcu1
16A0065961,2024-04-20 09:08:00,Pass,vcu1
16A0064079,2024-04-20 09:09:00,Pass,vcu1
16A0064075,2024-04-20 09:11:00,Pass,vcu1
16A0066030,2024-04-20 09:12:00,Pass,vcu1
16A0066027,2024-04-20 09:14:00,Pass,vcu1
16A0064152,2024-04-20 09:16:00,Pass,vcu1
16A0065907,2024-04-20 09:17:00,Pass,vcu1
16A0065905,2024-04-20 09:19:00,Pass,vcu1
16A0065906,2024-04-20 09:20:00,Pass,vcu1
16A0064640,2024-04-20 09:22:00,Pass,vcu1
16A0065902,2024-04-20 09:23:00,Pass,vcu1
16A0064400,2024-04-20 09:26:00,Fail,vcu1
16A0064147,2024-04-20 09:30:00,Pass,vcu1
16A0065939,2024-04-20 09:45:00,Pass,vcu1
16A0064576,2024-04-20 09:47:00,Pass,vcu1
16A0065904,2024-04-20 09:49:00,Pass,vcu1
16A0065930,2024-04-20 10:00:00,Pass,vcu1
16A0062510,2024-04-20 10:02:00,Pass,vcu1
16A0065739,2024-04-20 10:03:00,Pass,vcu1
16A0066042,2024-04-20 10:16:00,Pass,vcu1
16A0066040,2024-04-20 10:18:00,Pass,vcu1
16A0066038,2024-04-20 10:19:00,Pass,vcu1
16A0066037,2024-04-20 10:21:00,Pass,vcu1
16A0066036,2024-04-20 10:23:00,Pass,vcu1
16A0066044,2024-04-20 10:24:00,Pass,vcu1
16A0065865,2024-04-20 10:26:00,Pass,vcu1
16A0065864,2024-04-20 10:27:00,Pass,vcu1
16A0066049,2024-04-20 10:29:00,Pass,vcu1
16A0065900,2024-04-20 10:30:00,Pass,vcu1
16A0066041,2024-04-20 10:32:00,Pass,vcu1
16A0066033,2024-04-20 10:34:00,Pass,vcu1
16A0066032,2024-04-20 10:35:00,Pass,vcu1
16A0066031,2024-04-20 10:43:00,Pass,vcu1
16A0065782,2024-04-20 10:44:00,Pass,vcu1
16A0065783,2024-04-20 10:46:00,Pass,vcu1
16A0066179,2024-04-20 12:28:00,Fail,vcu1
16A0066135,2024-04-20 13:24:00,Pass,vcu1
16A0066136,2024-04-20 13:26:00,Pass,vcu1
16A0064919,2024-04-20 17:02:00,(Pass),vcu1
16A0066124,2024-04-20 17:33:00,Pass,vcu1
16A0065634,2024-04-20 17:35:00,Pass,vcu1
16A0065638,2024-04-20 18:43:00,Pass,vcu1
16A0066035,2024-04-20 18:44:00,Pass,vcu1
16A0066003,2024-04-20 19:10:00,Pass,vcu1
16A0065635,2024-04-20 19:11:00,Pass,vcu1
16A0065787,2024-04-20 19:13:00,Pass,vcu1
16A0064893,2024-04-20 19:14:00,(Pass),vcu1
16A0066423,2024-04-20 19:16:00,Pass,vcu1
16A0065369,2024-04-20 19:27:00,(Pass),vcu1
16A0062782,2024-04-20 19:29:00,(Pass),vcu1
16A0062520,2024-04-20 19:30:00,(Pass),vcu1
16A0064552,2024-04-20 19:36:00,(Pass),vcu1
16A0044499,2024-04-20 19:44:00,(Pass),vcu1
9990008432,2024-04-20 19:45:00,Fail,vcu1
9990042175,2024-04-20 19:47:00,Pass,vcu1
9990007130,2024-04-20 19:49:00,Pass,vcu1
9990022091,2024-04-20 19:51:00,Fail,vcu1
9990023706,2024-04-20 19:53:00,Pass,vcu1
9990009811,2024-04-20 19:55:00,Pass,vcu1
16A0064554,2024-04-20 20:53:00,(Pass),vcu1
16A0062472,2024-04-20 21:15:00,(Pass),vcu1
16A0066095,2024-04-20 21:30:00,Pass,vcu1
16A0066094,2024-04-20 21:32:00,Pass,vcu1
16A0066093,2024-04-20 21:35:00,Pass,vcu1
16A0066092,2024-04-20 21:36:00,Pass,vcu1
16A0066097,2024-04-20 21:38:00,Pass,vcu1
16A0066090,2024-04-20 21:39:00,Pass,vcu1
16A0066091,2024-04-20 21:41:00,Pass,vcu1
16A0065779,2024-04-20 21:42:00,Pass,vcu1
16A0065946,2024-04-20 21:45:00,Fail,vcu1
16A0065971,2024-04-20 21:47:00,Pass,vcu1
16A0065780,2024-04-20 21:49:00,Pass,vcu1
16A0066316,2024-04-20 21:50:00,Pass,vcu1
16A0065997,2024-04-20 21:52:00,Pass,vcu1
16A0066000,2024-04-20 21:53:00,Pass,vcu1
16A0066099,2024-04-20 21:55:00,Pass,vcu1
16A0065998,2024-04-20 21:56:00,Pass,vcu1
16A0066319,2024-04-20 21:58:00,Pass,vcu1
16A0066318,2024-04-20 22:04:00,Pass,vcu1
16A0066330,2024-04-20 22:14:00,Pass,vcu1
16A0066429,2024-04-20 22:15:00,Pass,vcu1
16A0066432,2024-04-20 22:17:00,Pass,vcu1
16A0066435,2024-04-20 22:20:00,Fail,vcu1
16A0066436,2024-04-20 22:21:00,Pass,vcu1
16A0066321,2024-04-20 22:23:00,Pass,vcu1
16A0066441,2024-04-20 22:25:00,Pass,vcu1
16A0065810,2024-04-20 22:26:00,Pass,vcu1
16A0065811,2024-04-20 22:28:00,Pass,vcu1
16A0065771,2024-04-20 22:30:00,Fail,vcu1
16A0066332,2024-04-20 22:32:00,Pass,vcu1
16A0066417,2024-04-20 22:34:00,Pass,vcu1
16A0066339,2024-04-20 22:36:00,Pass,vcu1
16A0066419,2024-04-20 22:38:00,Fail,vcu1
16A0066337,2024-04-20 22:40:00,Pass,vcu1
16A0065774,2024-04-20 22:42:00,Pass,vcu1
16A0066334,2024-04-20 22:43:00,Pass,vcu1
16A0066322,2024-04-20 22:45:00,Pass,vcu1
16A0066167,2024-04-20 22:46:00,Pass,vcu1
16A0066409,2024-04-20 22:48:00,Pass,vcu1
16A0066100,2024-04-20 22:49:00,Pass,vcu1
16A0066410,2024-04-20 22:51:00,Pass,vcu1
16A0066414,2024-04-20 22:53:00,Pass,vcu1
16A0066428,2024-04-20 22:54:00,Pass,vcu1
16A0066172,2024-04-20 22:56:00,Pass,vcu1
16A0066176,2024-04-20 22:57:00,Pass,vcu1
16A0066139,2024-04-20 22:59:00,Pass,vcu1
16A0066143,2024-04-20 23:00:00,Pass,vcu1
16A0066145,2024-04-20 23:03:00,Fail,vcu1
16A0066159,2024-04-20 23:05:00,Pass,vcu1
16A0066156,2024-04-20 23:07:00,Fail,vcu1
16A0066161,2024-04-20 23:10:00,Pass,vcu1
16A0066146,2024-04-20 23:12:00,Pass,vcu1
16A0066134,2024-04-20 23:13:00,Pass,vcu1
16A0066152,2024-04-20 23:15:00,Pass,vcu1
16A0066155,2024-04-20 23:16:00,Pass,vcu1
16A0066132,2024-04-20 23:18:00,Pass,vcu1
16A0066158,2024-04-20 23:20:00,Pass,vcu1
16A0066054,2024-04-20 23:21:00,Pass,vcu1
16A0066165,2024-04-20 23:23:00,Pass,vcu1
16A0066168,2024-04-20 23:24:00,Pass,vcu1
16A0066327,2024-04-20 23:26:00,Pass,vcu1
16A0066170,2024-04-20 23:27:00,Pass,vcu1
16A0066163,2024-04-20 23:29:00,Pass,vcu1
16A0066147,2024-04-20 23:31:00,Pass,vcu1
16A0065812,2024-04-20 23:32:00,Pass,vcu1
16A0066001,2024-04-20 23:35:00,Fail,vcu1
16A0066408,2024-04-20 23:37:00,Pass,vcu1
16A0066325,2024-04-20 23:39:00,Pass,vcu1
16A0066324,2024-04-20 23:40:00,Pass,vcu1
16A0065476,2024-04-20 23:42:00,Pass,vcu1
16A0066087,2024-04-20 23:44:00,Pass,vcu1
16A0065549,2024-04-20 23:45:00,Pass,vcu1
16A0065996,2024-04-20 23:47:00,Pass,vcu1
16A0066142,2024-04-20 23:48:00,Pass,vcu1
16A0066256,2024-04-20 23:50:00,Pass,vcu1
16A0065547,2024-04-20 23:51:00,Pass,vcu1
16A0065637,2024-04-20 23:53:00,Pass,vcu1
16A0065639,2024-04-20 23:55:00,Pass,vcu1
16A0066023,2024-04-20 23:56:00,Pass,vcu1
16A0065553,2024-04-20 23:58:00,Pass,vcu1
16A0065548,2024-04-20 23:59:00,Pass,vcu1
16A0065421,2024-04-21 00:01:00,Pass,vcu1
16A0065552,2024-04-21 00:02:00,Pass,vcu1
16A0065567,2024-04-21 00:04:00,Pass,vcu1
16A0066388,2024-04-21 00:06:00,Pass,vcu1
16A0065572,2024-04-21 00:07:00,Pass,vcu1
16A0065556,2024-04-21 00:09:00,Pass,vcu1
16A0066022,2024-04-21 00:10:00,Pass,vcu1
16A0065869,2024-04-21 00:12:00,Pass,vcu1
16A0065876,2024-04-21 00:13:00,Pass,vcu1
16A0065991,2024-04-21 00:15:00,Pass,vcu1
16A0065608,2024-04-21 00:17:00,Pass,vcu1
16A0065561,2024-04-21 00:18:00,Pass,vcu1
16A0065555,2024-04-21 00:20:00,Pass,vcu1
16A0065942,2024-04-21 00:21:00,Pass,vcu1
16A0066007,2024-04-21 00:23:00,Pass,vcu1
16A0065564,2024-04-21 00:25:00,Pass,vcu1
16A0065877,2024-04-21 00:26:00,Pass,vcu1
16A0065872,2024-04-21 00:28:00,Pass,vcu1
16A0065873,2024-04-21 00:29:00,Pass,vcu1
16A0051233,2024-04-21 00:31:00,Pass,vcu1
16A0065874,2024-04-21 00:33:00,Pass,vcu1
16A0066016,2024-04-21 00:35:00,Pass,vcu1
16A0065983,2024-04-21 00:37:00,Pass,vcu1
16A0065980,2024-04-21 00:38:00,Pass,vcu1
16A0065981,2024-04-21 00:40:00,Pass,vcu1
16A0065976,2024-04-21 00:41:00,Pass,vcu1
16A0065975,2024-04-21 00:43:00,Pass,vcu1
16A0066392,2024-04-21 00:44:00,Pass,vcu1
16A0065972,2024-04-21 00:46:00,Pass,vcu1
16A0066439,2024-04-21 00:48:00,Pass,vcu1
16A0066391,2024-04-21 00:50:00,Fail,vcu1
16A0065989,2024-04-21 00:53:00,Pass,vcu1
16A0065987,2024-04-21 00:54:00,Pass,vcu1
16A0065938,2024-04-21 00:56:00,Pass,vcu1
16A0065937,2024-04-21 00:58:00,Pass,vcu1
16A0065985,2024-04-21 00:59:00,Pass,vcu1
16A0066389,2024-04-21 01:01:00,Pass,vcu1
16A0065941,2024-04-21 01:02:00,Pass,vcu1
16A0065969,2024-04-21 01:04:00,Pass,vcu1
16A0066309,2024-04-21 01:05:00,Pass,vcu1
16A0066383,2024-04-21 01:07:00,Fail,vcu1
16A0066381,2024-04-21 01:11:00,Pass,vcu1
16A0066380,2024-04-21 01:12:00,Pass,vcu1
16A0066378,2024-04-21 01:14:00,Pass,vcu1
16A0066375,2024-04-21 01:15:00,Pass,vcu1
16A0066431,2024-04-21 01:17:00,Pass,vcu1
16A0066438,2024-04-21 01:19:00,Pass,vcu1
16A0066437,2024-04-21 01:20:00,Pass,vcu1
16A0066368,2024-04-21 01:22:00,Pass,vcu1
16A0066363,2024-04-21 01:25:00,Pass,vcu1
16A0066371,2024-04-21 01:27:00,Pass,vcu1
16A0066359,2024-04-21 01:29:00,Pass,vcu1
16A0066362,2024-04-21 01:30:00,Pass,vcu1
16A0066357,2024-04-21 01:32:00,Pass,vcu1
16A0066355,2024-04-21 01:33:00,Pass,vcu1
16A0066353,2024-04-21 01:35:00,Pass,vcu1
16A0066351,2024-04-21 01:36:00,Pass,vcu1
16A0062700,2024-04-21 01:38:00,Pass,vcu1
16A0062696,2024-04-21 01:40:00,Pass,vcu1
16A0062704,2024-04-21 01:41:00,Pass,vcu1
16A0062710,2024-04-21 01:43:00,Pass,vcu1
16A0062714,2024-04-21 01:44:00,Pass,vcu1
16A0066471,2024-04-21 01:46:00,Pass,vcu1
16A0062633,2024-04-21 01:47:00,Pass,vcu1
16A0066372,2024-04-21 01:49:00,Pass,vcu1
16A0066447,2024-04-21 01:51:00,Pass,vcu1
16A0065984,2024-04-21 01:52:00,Pass,vcu1
16A0066448,2024-04-21 01:54:00,Pass,vcu1
16A0065871,2024-04-21 01:55:00,Pass,vcu1
16A0066390,2024-04-21 01:57:00,Pass,vcu1
16A0066468,2024-04-21 01:59:00,Pass,vcu1
16A0066387,2024-04-21 02:00:00,Pass,vcu1
16A0062709,2024-04-21 02:02:00,Pass,vcu1
16A0062684,2024-04-21 02:03:00,Pass,vcu1
16A0062686,2024-04-21 02:05:00,Pass,vcu1
16A0065936,2024-04-21 02:06:00,Pass,vcu1
16A0066020,2024-04-21 02:08:00,Pass,vcu1
16A0066014,2024-04-21 02:10:00,Pass,vcu1
16A0066017,2024-04-21 02:11:00,Pass,vcu1
16A0065571,2024-04-21 02:13:00,Pass,vcu1
16A0066398,2024-04-21 02:15:00,Pass,vcu1
16A0066403,2024-04-21 02:18:00,Fail,vcu1
16A0066404,2024-04-21 02:20:00,Pass,vcu1
16A0066405,2024-04-21 02:22:00,Pass,vcu1
16A0066393,2024-04-21 02:24:00,Fail,vcu1
16A0066399,2024-04-21 02:29:00,Pass,vcu1
16A0066397,2024-04-21 02:31:00,Pass,vcu1
16A0066393,2024-04-21 02:32:00,Fail,vcu1
16A0066425,2024-04-21 02:35:00,Pass,vcu1
16A0066395,2024-04-21 02:37:00,Pass,vcu1
16A0062626,2024-04-21 02:38:00,Pass,vcu1
16A0065551,2024-04-21 02:40:00,Pass,vcu1
16A0066453,2024-04-21 02:41:00,Pass,vcu1
16A0062623,2024-04-21 02:43:00,Pass,vcu1
16A0066443,2024-04-21 02:44:00,Pass,vcu1
16A0066444,2024-04-21 02:46:00,Pass,vcu1
16A0066466,2024-04-21 02:47:00,Pass,vcu1
16A0066010,2024-04-21 02:51:00,Pass,vcu1
16A0066454,2024-04-21 02:52:00,Pass,vcu1
16A0066445,2024-04-21 02:54:00,Pass,vcu1
16A0065541,2024-04-21 02:55:00,Pass,vcu1
16A0066311,2024-04-21 02:57:00,Pass,vcu1
16A0066350,2024-04-21 02:58:00,Pass,vcu1
16A0065613,2024-04-21 03:04:00,Pass,vcu1
16A0066463,2024-04-21 03:05:00,Pass,vcu1
16A0066461,2024-04-21 03:07:00,Pass,vcu1
16A0066459,2024-04-21 03:08:00,Pass,vcu1
16A0066457,2024-04-21 03:10:00,Pass,vcu1
16A0066450,2024-04-21 03:11:00,Pass,vcu1
16A0066449,2024-04-21 03:13:00,Pass,vcu1
16A0066455,2024-04-21 03:14:00,Pass,vcu1
16A0066557,2024-04-21 03:17:00,Pass,vcu1
16A0066555,2024-04-21 03:18:00,Pass,vcu1
16A0066452,2024-04-21 03:20:00,Pass,vcu1
16A0066554,2024-04-21 03:21:00,Pass,vcu1
16A0066560,2024-04-21 03:24:00,Pass,vcu1
16A0066553,2024-04-21 03:25:00,Pass,vcu1
16A0066559,2024-04-21 03:27:00,Pass,vcu1
16A0062628,2024-04-21 03:28:00,Pass,vcu1
16A0062630,2024-04-21 03:30:00,Pass,vcu1
16A0062632,2024-04-21 03:31:00,Pass,vcu1
16A0062689,2024-04-21 03:33:00,Pass,vcu1
16A0066460,2024-04-21 03:34:00,Pass,vcu1
16A0066573,2024-04-21 03:37:00,Pass,vcu1
16A0066572,2024-04-21 03:38:00,Pass,vcu1
16A0065808,2024-04-21 03:40:00,Pass,vcu1
16A0066474,2024-04-21 03:41:00,Pass,vcu1
16A0066571,2024-04-21 03:43:00,Pass,vcu1
16A0066570,2024-04-21 03:45:00,Pass,vcu1
16A0066567,2024-04-21 03:47:00,Pass,vcu1
16A0066568,2024-04-21 03:49:00,Pass,vcu1
16A0066565,2024-04-21 03:50:00,Pass,vcu1
16A0066563,2024-04-21 03:52:00,Pass,vcu1
16A0066562,2024-04-21 03:53:00,Pass,vcu1
16A0066515,2024-04-21 03:56:00,Pass,vcu1
16A0066465,2024-04-21 03:57:00,Pass,vcu1
16A0066556,2024-04-21 03:59:00,Pass,vcu1
16A0066507,2024-04-21 04:00:00,Pass,vcu1
16A0066356,2024-04-21 04:02:00,Pass,vcu1
16A0066512,2024-04-21 04:03:00,Pass,vcu1
16A0066501,2024-04-21 04:05:00,Pass,vcu1
16A0066480,2024-04-21 04:07:00,Pass,vcu1
16A0066312,2024-04-21 04:09:00,Pass,vcu1
16A0066477,2024-04-21 04:10:00,Pass,vcu1
16A0066476,2024-04-21 04:12:00,Pass,vcu1
16A0066522,2024-04-21 04:13:00,Pass,vcu1
16A0066520,2024-04-21 04:15:00,Pass,vcu1
16A0066518,2024-04-21 04:16:00,Pass,vcu1
16A0066516,2024-04-21 04:18:00,Pass,vcu1
16A0066521,2024-04-21 04:19:00,Pass,vcu1
16A0066530,2024-04-21 04:21:00,Pass,vcu1
16A0066497,2024-04-21 04:22:00,Pass,vcu1
